"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Bullet 12","Bullet 13","Bullet 14","Bullet 15","Anti-Glare
","Anti-Reflective
","Aspect Ratio
","Filter Color
","Brand ","Brand of Device","Device Model Name
","Device Type
","Display Diagonal
","Durable Screen Protection
","Filter Type
","Orientation
","Privacy
","Scratch Resistant
","Screen Attachment

","Screen Format
","Touch Compatibility
","Viewing Area Dimensions - Metric (width x height)
","Viewing Area Dimensions (width x height)
","Warranty Period
","UPC ","Image ID","Image URL"
"PF195W9B","3M™ Privacy Filter for 19.5"" Widescreen Monitor","3M™ Privacy Filter for 19.5"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:9","Black","3M™","","","Monitors","19.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","433 mm x 237 mm","17"" x 9 5/16""","Limited 1-year warranty","00051128830826","1362964","http://multimedia.3m.com/mws/media/1362964Z/pf195w9b-monitor-34871994975-ft-rgb-jpg.jpg"
"PF238W9B","3M™ Privacy Filter for 23.8"" Widescreen Monitor","3M™ Privacy Filter for 23.8"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:9","Black","3M™","","","Monitors","23.8 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","528 mm x 297 mm","20 3/4"" x 11 11/16""","Limited 1-year warranty","00051128830833","1363001","http://multimedia.3m.com/mws/media/1363001Z/pf238w9b-monitor-34871995097-ft-rgb-jpg.jpg"
"NVAG830864","3M™ Anti-Glare Screen Protector for Apple® iPad Air® 1/2/Pro® 9.7","3M™ Anti-Glare Screen Protector for Apple® iPad Air® 1/2/Pro® 9.7","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","Yes","No","4:3","Clear","3M™","Apple®","iPad Air® 1/2/Pro® 9.7""","Tablets","9.7 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","197 mm x 148 mm","7 13/16"" x 5 13/16""","Limited 1-year warranty","00051128830864","1214328","http://multimedia.3m.com/mws/media/1214328Z/nvag830864-ipad-air-1-2-pro-34871894274-ft-rgb-150.jpg"
"AG215W9B","3M™ Anti-Glare Filter for 21.5"" Widescreen Monitor","3M™ Anti-Glare Filter for 21.5"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","21.5 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","477 mm x 268 mm","18 3/4"" x 10 9/16""","Limited 1-year warranty","00051128831076","1260443","http://multimedia.3m.com/mws/media/1260443Z/ag215w9b-ag-filter-34871944624-ft-rgb-150-png.jpg"
"PFCMM001","3M™ Privacy Filter for Chromebook 11","3M™ Privacy Filter for Chromebook 11","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","","Yes","No","16:9","Black","3M™","","Chromebook 11","Laptops","11.6 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","144 mm x 257 mm","10 1/8"" x  5 11/16""","Limited 1-year warranty","00051128831380","1392981","http://multimedia.3m.com/mws/media/1392981Z/pfcmm001-chromebook11.jpg"
"PF290W2B","3M™ Privacy Filter for 29"" Widescreen Monitor (21:9)","3M™ Privacy Filter for 29"" Widescreen Monitor (21:9)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","21:9","Black","3M™","","","Monitors","29 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","674 mm x 285 mm","26 1/2"" x 11 1/4""","Limited 1-year warranty","00051128831663","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg"
"AFTMS001","3M™ Anti-Glare Filter for Microsoft® Surface® Pro 3/4","3M™ Anti-Glare Filter for Microsoft® Surface® Pro 3/4","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Attaches with optically clear adhesive strips ","100% hand inspected for quality assurance","","","","","","","","Yes","No","3:2","Clear","3M™","Microsoft®","Surface® Pro 3/4","Tablets","12.3 inches","Yes","Frameless","","No","Yes","Attachment Strips","","Yes","288 mm x 197 mm","11 5/16"" x 7 3/4""","Limited 1-year warranty","00051128831700","1049309","http://multimedia.3m.com/mws/media/1049309O/3mtm-microsoft-surface-pro-3-nvag-horz-film.tif"
"MPPAP001","3M™ Privacy Screen Protector for Apple® iPhone® 6/6S/7","3M™ Privacy Screen Protector for Apple® iPhone® 6/6S/7","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","","","","No","No","","Black","3M™","Apple®","iPhone® 6/6S/7","Smartphones","4.7 inches","Yes","Screen Protector","Portrait","Yes","Yes","Adhesive Backed","","Yes","59 mm x 130 mm","2 5/16"" x 5 1/8""","Limited 1-year warranty","00051128831717","1286228","http://multimedia.3m.com/mws/media/1286228O/mppap001-34871569850-ft.png"
"PF220W9F","3M™ Framed Privacy Filter for 22"" Widescreen Monitor","3M™ Framed Privacy Filter for 22"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","","","","","No","Yes","16:9","Black","3M™","","","Monitors","21.5 - 22 inches","Yes","Framed","Landscape","Yes","Yes","Hanger Arms and Command® Strips","Widescreen","No","503 mm x 287 mm","19 13/16"" x 11 5/16""","Limited 1-year warranty","00051128831786","1138468","http://multimedia.3m.com/mws/media/1138468O/pf322w9-framedprivacyfilter-34871670039-ft-cmyk-pdf.pdf"
"PF240W9F","3M™ Framed Privacy Filter for 24"" Widescreen Monitor","3M™ Framed Privacy Filter for 24"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","","","","","No","Yes","16:9","Black","3M™","","","Monitors","23.6 - 24 inches","Yes","Framed","Landscape","Yes","Yes","Hanger Arms and Command® Strips","Widescreen","No","539 mm x 308 mm","21 1/4"" x 12 3/16""","Limited 1-year warranty","00051128831793","1138476","http://multimedia.3m.com/mws/media/1138476O/pf324w9-framedprivacyfilter-34871670047-ft-cmyk-pdf.pdf"
"UCPAP001","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6/6S/7","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6/6S/7","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","","No","Yes","","Clear","3M™","Apple®","iPhone® 6/6S/7","Smartphones","4.7 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","59 mm x 130 mm","2 5/16"" x 5 1/8""","Limited 1-year warranty","00051128831809","1286240","http://multimedia.3m.com/mws/media/1286240O/ucpap001-34871594577-ft.png"
"UCPAP002","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","","No","Yes","","Clear","3M™","Apple®","iPhone® 6 Plus/6S Plus","Smartphones","5.5 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","70 mm x 149 mm","2 3/4"" x 5 7/8""","Limited 1-year warranty","00051128831816","1004260","http://multimedia.3m.com/mws/media/1004260O/iphone-6-plus-6s-plus-34871594585-ft-rgb-150-png.png"
