"","","","Bullets","","","","","","","","","","","","","","","Technical Specifications","","","","","","","","","","","","","","","","","","","","","","","","",""
"AG190C4B","3M™ Anti-Glare Filter for 19"" Standard Monitor","3M™ Anti-Glare Filter for 19"" Standard Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","5:4","Clear","3M™","","","Monitors","19 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Standard","Yes","377 mm x 302 mm","14 13/16"" x 11 7/8""","Limited 1-year warranty","00051128829912","1260379","http://multimedia.3m.com/mws/media/1260379O/ag190c4b-ag-filter-34871944533-ft-rgb-150-png.png","","",""
"AG140W9B","3M™ Anti-Glare Filter for 14"" Widescreen Laptop","3M™ Anti-Glare Filter for 14"" Widescreen Laptop","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","","","","","Yes","No","16:9","Clear","3M™","","","Laptops","14 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","304 mm x 175 mm","12 3/16"" x 6 7/8""","Limited 1-year warranty","00051128829929","1260360","http://multimedia.3m.com/mws/media/1260360Z/ag140w9b-ag-filter-34871944541-ft-rgb-150-png.jpg","","",""
"AG195W9B","3M™ Anti-Glare Filter for 19.5"" Widescreen Monitor","3M™ Anti-Glare Filter for 19.5"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","19.5 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","433 mm x 237 mm","17"" x 9 5/16""","Limited 1-year warranty","00051128829981","935383","http://multimedia.3m.com/mws/media/935383O/3mtm-anti-glare-filter-for-desktop-monitors.jpg","","",""
"AG190W1B","3M™ Anti-Glare Filter for 19"" Widescreen Monitor (16:10)","3M™ Anti-Glare Filter for 19"" Widescreen Monitor (16:10)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:10","Clear","3M™","","","Monitors","19 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","408 mm x 255 mm","16 1/16"" x 10 1/16""","Limited 1-year warranty","00051128829998","934756","http://multimedia.3m.com/mws/media/934756O/3mtm-frameless-anti-glare-filters-ag19-0w-package.jpg","","",""
"AG230W9B","3M™ Anti-Glare Filter for 23"" Widescreen Monitor","3M™ Anti-Glare Filter for 23"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","23 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","510 mm x 287 mm","20 1/16"" x 11 5/16""","Limited 1-year warranty","00051128830017","934754","http://multimedia.3m.com/mws/media/934754O/3mtm-frameless-anti-glare-filters-ag23-0w9-package.jpg","","",""
"AG125W9B","3M™ Anti-Glare Filter for 12.5"" Widescreen Laptop","3M™ Anti-Glare Filter for 12.5"" Widescreen Laptop","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","","","","","Yes","No","16:9","Clear","3M™","","","Laptops","12.5 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","277 mm x 156 mm","10 15/16"" x 6 1/8""","Limited 1-year warranty","00051128830086","1260350","http://multimedia.3m.com/mws/media/1260350Z/ag125w9b-ag-filter-34871944616-ft-rgb-150-png.jpg","","",""
"MPF828717","3M™ Privacy Screen Protector for Apple® iPhone® 5/5S/5C/SE Portrait","3M™ Privacy Screen Protector for Apple® iPhone® 5/5S/5C/SE Portrait","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","","","","No","No","","Black","3M™","Apple®","iPhone® 5/5S/5C/SE","Smartphones","4 inches","Yes","Screen Protector","Portrait","Yes","Yes","Adhesive Backed","","Yes","50 mm x 89 mm","2"" x 3 1/2""","Limited 1-year warranty","00051128828717","1049257","http://multimedia.3m.com/mws/media/1049257O/apple-iphone-5-priv-screen-protector.jpg","","",""
"PF195W9B","3M™ Privacy Filter for 19.5"" Widescreen Monitor","3M™ Privacy Filter for 19.5"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:9","Black","3M™","","","Monitors","19.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","433 mm x 237 mm","17"" x 9 5/16""","Limited 1-year warranty","00051128830826","1362964","http://multimedia.3m.com/mws/media/1362964Z/pf195w9b-monitor-34871994975-ft-rgb-jpg.jpg","","",""
"PF238W9B","3M™ Privacy Filter for 23.8"" Widescreen Monitor","3M™ Privacy Filter for 23.8"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:9","Black","3M™","","","Monitors","23.8 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","528 mm x 297 mm","20 3/4"" x 11 11/16""","Limited 1-year warranty","00051128830833","1363001","http://multimedia.3m.com/mws/media/1363001Z/pf238w9b-monitor-34871995097-ft-rgb-jpg.jpg","","",""
"NVAG830864","3M™ Anti-Glare Screen Protector for Apple® iPad Air® 1/2/Pro® 9.7","3M™ Anti-Glare Screen Protector for Apple® iPad Air® 1/2/Pro® 9.7","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","Yes","No","4:3","Clear","3M™","Apple®","iPad Air® 1/2/Pro® 9.7""","Tablets","9.7 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","197 mm x 148 mm","7 13/16"" x 5 13/16""","Limited 1-year warranty","00051128830864","1214328","http://multimedia.3m.com/mws/media/1214328Z/nvag830864-ipad-air-1-2-pro-34871894274-ft-rgb-150.jpg","","",""
"AG215W9B","3M™ Anti-Glare Filter for 21.5"" Widescreen Monitor","3M™ Anti-Glare Filter for 21.5"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","21.5 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","477 mm x 268 mm","18 3/4"" x 10 9/16""","Limited 1-year warranty","00051128831076","1260443","http://multimedia.3m.com/mws/media/1260443Z/ag215w9b-ag-filter-34871944624-ft-rgb-150-png.jpg","","",""
"PFCMM001","3M™ Privacy Filter for Chromebook 11","3M™ Privacy Filter for Chromebook 11","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","","Yes","No","16:9","Black","3M™","","Chromebook 11","Laptops","11.6 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","144 mm x 257 mm","10 1/8"" x  5 11/16""","Limited 1-year warranty","00051128831380","1392981","http://multimedia.3m.com/mws/media/1392981Z/pfcmm001-chromebook11.jpg","","",""
