"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Cat2Desc","Subcategory","CategoryCode","SubCategoryCode","NewCategoryCode","NewSubCategoryCode","Cat3Desc","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ","Duplicate"
"US01@@9500@@10@@4D2214","US01@@4D2214","9500","10","4D2214","","","","","","","","N","","","MPPGG002","3705@@MPPGG002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.1","EA","15.25","0","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER FOR GOOGLE NEXUS","PRIVACY FILTER FOR GOOGLE NEXUS 5C","51128006955","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.1@@EA","","","","","","Y","1","9/17/2016 11:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2207","US01@@4D2207","9500","10","4D2207","","","","","","","","N","","","AGTDE003","3705@@AGTDE003@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","16","0","99","40","9940","0","99","51","1","","US01","","","","C","","","ANTIGLARE FILTER FOR DELL","ANTIGLARE FILTER FOR DELL LATITUDE 11 5000 2 IN 1","51128004975","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","12/14/2017 7:29","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2199","US01@@4D2199","9500","10","4D2199","","","","","","","","N","","","OFMDE001","3705@@OFMDE001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.7","EA","51.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 19.5IN WS","PRIVACY FILTER FOR 19.5IN WS 16:10 MONITOR","51128006078","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.7@@EA","","","","","","Y","1","1/18/2018 3:15","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2198","US01@@4D2198","9500","10","4D2198","","","","","","","","N","","","GF240W1B","3705@@GF240W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.92","EA","109.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","GOLD PRIVACY FILTER FOR 24IN WS","GOLD PRIVACY FILTER FOR 24IN WS 16:10 UNFRAMED FOR LCD/LAPTOP","51128006849","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.92@@EA","","","","","","Y","1","1/10/2018 5:23","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2195","US01@@4D2195","9500","10","4D2195","","","","","","","","N","","","GF215W9B","3705@@GF215W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.8","EA","95.5","131.68","99","40","9940","0","99","51","1","","US01","","","","B","","","GOLD PRIVACY FILTER 21.5IN WS","GOLD PRIVACY FILTER 21.5IN WS 16:9 UNFRAMED FOR LCD/LAPTOP","51128006856","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.8@@EA","","","","","","Y","1","1/15/2018 13:47","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@1G5358","US01@@1G5358","9500","10","1G5358","","","","","","","","N","","","PF156W9E","3705@@PF156W9E@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","39","87.93","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 15.6IN WS","PRIVACY FILTER FOR 15.6IN WS 16:9 EDGE TO EDGE FOR LAPTOP & LCD","51128004388","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","12/19/2017 14:19","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@1G5357","US01@@1G5357","9500","10","1G5357","","","","","","","","N","","","PF140W9E","3705@@PF140W9E@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","36.5","82.68","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 14IN WS","PRIVACY FILTER FOR 14IN WS 16:9 EDGE TO EDGE FOR LAPTOP & LCD","51128004395","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","1/2/2018 12:29","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@TL3748","US01@@TL3748","9500","10","TL3748","","","","","","","","N","","","PF238W9B","3705@@PF238W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.85","EA","89.5","204.99","99","40","9940","0","99","51","1","","US01","","","","A","","","PRIVACY FILTER 23.8IN WS","PRIVACY FILTER 23.8IN WS FOR LAPTOP AND LCD","51128830833","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","ACCS","","US01@@.85@@EA","","","","","","Y","1","12/6/2017 16:04","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@V58083","US01@@V58083","9500","10","V58083","","","","","","","","N","","","PF140W9B","3705@@PF140W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","37","82.73","99","40","9940","0","99","51","1","","US01","","","","A","","","PRIVACY FILTER FOR 14IN WS","PRIVACY FILTER FOR 14IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128788493","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","1/10/2018 7:19","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@395162","US01@@395162","9500","10","395162","","","","","","","","N","","","DH640","U227@@DH640@@","U227","3M - WORKSPACE SOLUTIONS","","4.75","EA","65.5","132.5","99","10","9910","0","99","51","46","","US01","","","","B","","","IN-LINE DOCUMENT HOLDER 18IN","IN-LINE DOCUMENT HOLDER 18IN FIT ON DESK IN FRONT OF MONITOR","21200514074","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@4.75@@EA","","","","","","Y","1","10/12/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52848","US01@@Q52848","9500","10","Q52848","","","","","","","","N","","","WR340LE","U227@@WR340LE@@","U227","3M - WORKSPACE SOLUTIONS","","1.55","EA","16.5","32.83","99","10","9910","0","99","51","46","","US01","","","","C","","","KEYBOARD WRIST REST GEL BLACK","KEYBOARD WRIST REST GEL BLACK LEATHERETTE  KP100LE OR KD85/90/95","51131981003","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1.55@@EA","","","","","","Y","1","10/2/2017 10:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@YD4311","US01@@YD4311","9500","10","YD4311","","","","","","","","N","","","UCPAP002","3705@@UCPAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.1","EA","12.75","0","99","30","9930","0","99","1","99","","US01","","","","C","","","ULTRA CLEAR SCREEN PROTECTOR","ULTRA CLEAR SCREEN PROTECTOR FOR IPHONE 6PLUS AND IPHONE 6S PLUS","51128831816","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PROT","","US01@@.1@@EA","","","","","","Y","1","5/19/2017 15:48","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3A2849","US01@@3A2849","9500","10","3A2849","","","","","","","","N","","","MPPAP003","3705@@MPPAP003@@I","3705","3M - OPTICAL SYSTEMS DIVISION","I","0.1","EA","13.5","0","99","30","9930","0","99","1","99","","US01","","","","S","","","MORE DIRECT ONLY PRIVACY FILTER","MORE DIRECT ONLY PRIVACY FILTER FOR IPHONE 6","51128004487","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","I","","","","","","99999","","","PROT","","US01@@.1@@EA","","","","","A","Y","1","8/23/2017 14:46","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DC8113","US01@@DC8113","9500","10","DC8113","","","","","","","","N","","","PF116W9B","3705@@PF116W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","17.75","39.75","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR 11.6IN WS","PRIVACY FILTER FOR 11.6IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128789629","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","12/18/2017 6:59","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DP8525","US01@@DP8525","9500","10","DP8525","","","","","","","","N","","","TP3854-50","U227@@TP3854-50@@","U227","3M - WORKSPACE SOLUTIONS","","1.5","EA","7.75","15.75","10","22","1022","0","99","42","11","","US01","","","","B","","","50PK LETTER THERMAL POUCHES","50PK LETTER THERMAL POUCHES 8.5X11IN","21200468780","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","SUPL","","US01@@1.5@@EA","","","","","","Y","1","11/10/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2179","US01@@CM2179","9500","10","CM2179","","","","","","","","N","","","LS1050","U227@@LS1050@@","U227","3M - WORKSPACE SOLUTIONS","","106","EA","1406","3139.63","07","35","0735","0","99","9","22","","US01","","","","S","","","HEAT FREE LAMINATOR 25IN WIDE","HEAT FREE LAMINATOR 25IN WIDE 3/16IN THICK","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@106@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2784","US01@@CM2784","9500","10","CM2784","","","","","","","","N","","","P9648A","U227@@P9648A@@","U227","3M - WORKSPACE SOLUTIONS","","56","EA","397.5","932.31","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD PORCELAIN 96X48","DRY ERASE BOARD PORCELAIN 96X48 FULL ALUMINUM FRAME MAGNETIC","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@56@@EA","","","","","","Y","1","2/28/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2786","US01@@CM2786","9500","10","CM2786","","","","","","","","N","","","M7248LC","U227@@M7248LC@@","U227","3M - WORKSPACE SOLUTIONS","","1","EA","181.5","351.24","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD MELAMINE 72X48","DRY ERASE BOARD MELAMINE 72X48 LT CHERRY FINISH FRAME","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@1@@EA","","","","","","Y","1","7/6/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2787","US01@@CM2787","9500","10","CM2787","","","","","","","","N","","","M7248G","U227@@M7248G@@","U227","3M - WORKSPACE SOLUTIONS","","42","EA","188.5","351.24","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD MELAMINE 72X48","DRY ERASE BOARD MELAMINE 72X48 GRAPHITE FINISH FRAME","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@42@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CA1334","US01@@CA1334","9500","10","CA1334","","","","","","","","N","","","DEP7248A","U227@@DEP7248A@@","U227","3M - WORKSPACE SOLUTIONS","","30","EA","281.5","621.56","33","60","3360","0","99","57","98","","US01","","","","B","","","DRY ERASE BOARD PORCELAIN","DRY ERASE BOARD PORCELAIN ALUMINUM FRAME 72INX48IN","51131997400","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","PERP","","US01@@30@@EA","","","","","","Y","1","1/11/2018 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CA1331","US01@@CA1331","9500","10","CA1331","","","","","","","","N","","","DEP3624A","U227@@DEP3624A@@","U227","3M - WORKSPACE SOLUTIONS","","10","EA","82.75","182.85","33","60","3360","0","99","57","98","","US01","","","","C","","","DRY ERASE BOARD PORCELAIN","DRY ERASE BOARD PORCELAIN ALUMINUM FRAME 24INX36IN","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PERP","","US01@@10@@EA","","","","","","Y","1","5/19/2017 14:41","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CA1338","US01@@CA1338","9500","10","CA1338","","","","","","","","N","","","M3624FMY","U227@@M3624FMY@@","U227","3M - WORKSPACE SOLUTIONS","","10","EA","54.25","98.85","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD MELAMINE","DRY ERASE BOARD MELAMINE MAHOGANY FINISH 36INX24INWIDE","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@10@@EA","","","","","","Y","1","9/11/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@RA7311","US01@@RA7311","9500","10","RA7311","","","","","","","","N","","","AKT170LE","U227@@AKT170LE@@","U227","3M - WORKSPACE SOLUTIONS","","18.66","EA","183","381.1","99","10","9910","0","99","51","46","","US01","","","","B","","","ADJUSTABLE ARM KEYBOARD TRAY","ADJUSTABLE ARM KEYBOARD TRAY 3FT/STAND 23IN TRACK ALL IN ONE","53200021412","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@18.66@@EA","","","","","","Y","1","1/5/2018 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8119","US01@@3G8119","9500","10","3G8119","","","","","","","","N","","","PF141W1B","3705@@PF141W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","36.5","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FLT 14.1IN WS UNFRAMED","PRIVACY FLT 14.1IN WS UNFRAMED FOR LAPTOP AND LCD","51128774359","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","3/29/2017 6:17","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2GX834","US01@@2GX834","9500","10","2GX834","","","","","","","","N","","","HCNMS002","3705@@HCNMS002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0","EA","34","0","99","40","9940","0","99","51","1","","US01","","","","N","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER MICROSOFT SURFACE LAPTOP","51128008300","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","N","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","12/31/2017 15:12","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@ZA3106","US01@@ZA3106","9500","10","ZA3106","","","","","","","","N","","","9027","U227@@9027@@","U227","3M - WORKSPACE SOLUTIONS","","1.45","EA","29","0","10","22","1022","0","99","1","99","","US01","","","","S","","","12PK MIROFIBER HIGH PERFORMANCE","12PK MIROFIBER HIGH PERFORMANCE CLEANING CLOTHS","51131793750","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","SUPL","","US01@@1.45@@EA","","","","","","Y","1","9/21/2017 4:38","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K0211","US01@@8K0211","9500","10","8K0211","","","","","","","","N","","","PF315W9B","3705@@PF315W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.8","EA","186.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 31.5IN 16:9","PRIVACY FILTER FOR 31.5IN 16:9 UNFRAMED LCD MONITOR","51128007662","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@1.8@@EA","","","","","","Y","1","1/16/2018 16:07","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@PW3869","US01@@PW3869","9500","10","PW3869","","","","","","","","N","","","NVAG828762","3705@@NVAG828762@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.05","EA","9.75","11.99","99","40","9940","0","99","51","1","","US01","","","","S","","","NATURAL VIEW ANTI GLARE SCREEN","NATURAL VIEW ANTI GLARE SCREEN PROTECTOR FOR IPHONE 5/C/S","51128828762","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.05@@EA","","","","","","Y","1","5/8/2017 9:23","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@HA9372","US01@@HA9372","9500","10","HA9372","","","","","","","","N","","","32169","7792@@32169@@","7792","3M TOUCH SCREEN","","0.54","EA","17.75","0","22","20","2220","0","99","51","24","","US01","","","","V","","","POWER SUPPLY","POWER SUPPLY FOR C1500SS AND M1500SS","","7792","3M TOUCH SCREEN","","0","","","","","","","","","","","","","","1","V","","","","","","","","","","","99999","","","CABL","","US01@@.54@@EA","","","","N","","Y","1","1/10/2018 12:45","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2GX527","US01@@2GX527","9500","10","2GX527","","","","","","","","N","","","PFTAP008","3705@@PFTAP008@@","3705","3M - OPTICAL SYSTEMS DIVISION","","8.3","EA","26.5","34.99","99","40","9940","0","99","1","99","","US01","","","","B","","","PRIVACY FILTER FOR APPLE 10.5IN","PRIVACY FILTER FOR APPLE 10.5IN IPAD LANDSCAPE","51128008355","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@8.3@@EA","","","","","","Y","1","1/18/2018 10:57","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1952","US01@@9U1952","9500","10","9U1952","","","","","","","","N","","","SD60B","U227@@SD60B@@","U227","3M - WORKSPACE SOLUTIONS","","48","EA","317","682.5","07","35","0735","0","99","9","22","","US01","","","","B","","","PRECISION STANDING DESK FITS","PRECISION STANDING DESK FITS 24IN DEEP DESK","76308927509","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","FURN","","US01@@48@@EA","","","","","","Y","1","1/5/2018 10:04","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2760","US01@@8K2760","9500","10","8K2760","","","","","","","","N","","","PF240W1F","3705@@PF240W1F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","2.85","EA","164.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 24IN WS","PRIVACY FILTER FOR 24IN WS FRAMEDFOR DESKTOP DISPLAYS","51128788349","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@2.85@@EA","","","","","","Y","1","7/2/2017 15:09","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2759","US01@@8K2759","9500","10","8K2759","","","","","","","","N","","","PF220W9F","3705@@PF220W9F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","2.8","EA","150.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 22IN WS","PRIVACY FILTER FOR 22IN WS 16:9FRAMED FOR DESKTOP DISPLAYS","51128831786","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@2.8@@EA","","","","","","Y","1","10/1/2017 17:22","1/18/2018 17:39","0","1","","","","","","0","N","",""
